category                               predmet                                                oborot availibility
Строительныематериалы                  Шнурыразметочные                                           26 Дефицит
Продукты                               Оболочкидляколбас                                          12 Дефицит
Автомобильныетовары                    Подушкибезопасности                                         1 Дефицит
Красота                                Картриджидлятатумашинки                                    29 Дефицит
Строительныематериалы                  Рейкидекоративные                                           6 Дефицит
Игрушки                                Игровыецентрыдлямалышей                                    26 Дефицит
Автомобильныетовары                    Подкрылки                                                   6 Дефицит
Вседлясадоводства                      Садовыедорожки                                             10 Дефицит
Электроника                            Трекерысоставатела                                        212 Избыток
Товарыдляотдыхаикемпинга               Насосыдлянадувноймебели                                    26 Дефицит
Белье                                  Термоноски                                                 27 Дефицит
Здоровье                               Измерителижира                                             32 Дефицит
Канцелярскиетовары                     Планеры                                                    39 Дефицит
Бытоваятехника                         Тепловентиляторы                                           28 Дефицит
Товарыдляживотных                      Брелокинаошейники                                          61 Нормальнаядоступность
Автомобильныетовары                    Дистиллированнаявода                                        7 Дефицит
Автомобильныетовары                    Брызговики                                                 18 Дефицит
Дляпраздника                           Мишура                                                      7 Дефицит
Продукты                               Ароматизаторыпищевые                                       21 Дефицит
Профессиональныемузыкальныеинструменты Электрогитары                                               3 Дефицит
Строительныеинструменты                Мегаомметры                                                 6 Дефицит
Товарыдлявзрослых                      Головныеуборыэротик                                        31 Дефицит
Мебель                                 Ламелидлякровати                                           13 Дефицит
Вседлясадоводства                      Мухобойкимеханические                                     138 Избыток
Аксессуары                             Шарфы-пледы                                                42 Дефицит
Профессиональныемузыкальныеинструменты Подсветкидляпюпитров                                        5 Дефицит
Дом                                    Сливникидлячая                                             19 Дефицит
Электроника                            Электроточилки                                             77 Нормальнаядоступность
Строительныеинструменты                Дрели                                                      18 Дефицит
Строительныематериалы                  Поликарбонат                                                6 Дефицит
Строительныематериалы                  Нейтрализаторыржавчины                                      1 Дефицит
Здоровье                               Ортезыголеностопные                                        50 Дефицит
Автоэлектроника                        Сабвуферыавтомобильные                                      4 Дефицит
Аксессуары                             Воротники                                                  27 Дефицит
Посудаиинвентарь                       Кубикидляохлаждения                                        48 Дефицит
Дом                                    Звонкинастольные                                           33 Дефицит
Профессиональныемузыкальныеинструменты MIDI-контроллеры                                            1 Дефицит
Спортивнаяодежда                       Защитакорпусадлятхэквондо                                   6 Дефицит
Вседлясадоводства                      Держателидлякашпо                                          55 Дефицит
Товарыдляживотных                      Ремнибезопасностидляживотных                              136 Избыток
Оргтехника                             АккумуляторыдляИБП                                          6 Дефицит
Аксессуары                             Наклейкидлятехники                                         30 Дефицит
Ювелирныеукрашения                     Ювелирныечасы                                              24 Дефицит
Хозяйственныетовары                    Ершикикухонные                                             52 Дефицит
Строительныематериалы                  Пылесборникистроительные                                   17 Дефицит
Спортивныйтовар                        Измерителиспортивные                                       16 Дефицит
Посудаиинвентарь                       Щипцыкухонные                                              33 Дефицит
Спортивныеаксессуары                   Пробкилыжные                                               38 Дефицит
Строительныеинструменты                Клеммники                                                  23 Дефицит
Вседлясадоводства                      Биотуалеты                                                  3 Дефицит
Хозяйственныетовары                    Стиральныепорошки                                          58 Дефицит
Продукты                               Горох                                                      14 Дефицит
Сантехника                             Мембраныдлягидроаккумулятора                                3 Дефицит
Спортивныйтовар                        Магнезия                                                   43 Дефицит
Продукты                               Апельсины                                                   9 Дефицит
Строительныеинструменты                Пневмостеплеры                                             12 Дефицит
Дом                                    Сосудыдлясвятойводы                                         9 Дефицит
Мебель                                 Модулидлятумбы                                              0 Дефицит
Мебель                                 Вешалкинастенные                                           13 Дефицит
Спортивныйтовар                        Кормушкирыболовные                                         34 Дефицит
Строительныеинструменты                Светильникипереносные                                      16 Дефицит
Спортивныйтовар                        Ремкомплектыдлярезиновыхлодок                              18 Дефицит
Книжнаяпродукцияидиски                 Книгиколлекционные                                         18 Дефицит
Продукты                               Гранола                                                    36 Дефицит
Автомобильныетовары                    Блокиуправлениядвигателемснегохода                          2 Дефицит
Продукты                               Имбирь                                                      7 Дефицит
Красота                                Стульяпарикмахерские                                       14 Дефицит
Одежда                                 Шубынатуральные                                            23 Дефицит
Телевизорыиаудиотехника                Саундбары                                                   1 Дефицит
Спортивныйтовар                        Самокаты                                                   41 Дефицит
Автомобильныетовары                    Проводаавтомобильные                                        5 Дефицит
Автомобильныетовары                    Зарядныекабелиавтомобильные                                 3 Дефицит
СпецодеждаиСИЗы                        Носкиодноразовые                                           60 Дефицит
Садоваятехника                         Аэраторыгазонные                                           46 Дефицит
Игрушки                                Аксессуарыдлякукол                                         28 Дефицит
Электротранспорт                       Электромобили                                              15 Дефицит
Садовыеинструменты                     Очистителищелевые                                          31 Дефицит
Бытоваятехника                         Манжетыдлятонометров                                        8 Дефицит
Товарыдлямалышей                       Коляскипрогулочные                                         32 Дефицит
Здоровье                               Нагрудникизащитные                                         33 Дефицит
Техникадлякухни                        Карамелизаторы                                             24 Дефицит
Садоваятехника                         Шиныдляцепныхпил                                            5 Дефицит
Строительныеинструменты                Губкидляудалениязатирки                                     3 Дефицит
Спортивнаяодежда                       Костюмыгорнолыжные                                         16 Дефицит
Рукоделие                              Грибкидляштопки                                            69 Нормальнаядоступность
Автомобильныетовары                    Маслоохладителиавтомобильные                                5 Дефицит
Хозяйственныетовары                    Картриджидляфильтров                                       20 Дефицит
Электроника                            Фотоловушки                                                18 Дефицит
Строительныематериалы                  Емкостистроительные                                         3 Дефицит
Спортивныеаксессуары                   Кордыдлялошади                                             26 Дефицит
Садовыеинструменты                     Ножницысадовыемеханические                                 38 Дефицит
Товарыдляживотных                      Платьядляживотных                                          66 Нормальнаядоступность
Автомобильныетовары                    Уплотнителиавтомобильные                                   19 Дефицит
Смартфоныиаксессуары                   Импульсныеосветители                                       12 Дефицит
Строительныематериалы                  Сеткистроительные                                          12 Дефицит
Хозяйственныетовары                    Освежителивоздуха                                          33 Дефицит
Строительныеинструменты                Сверла                                                     15 Дефицит
Спортивныйтовар                        Утюгисмазочные                                             39 Дефицит
Товарыдляживотных                      Проводадлягенераторовимпульсов                            127 Избыток
Бытоваятехника                         Электрическиезубныещетки                                   22 Дефицит
Дом                                    Декоративныеполотна                                        19 Дефицит
Дляпраздника                           Карнавальныеперчатки                                       18 Дефицит
Одеждадлямалышей                       Рубашкидлямалышей                                          46 Дефицит
Автомобильныетовары                    Датчикикислорода                                            7 Дефицит
Одежда                                 Кофты                                                      45 Дефицит
Спортивныйтовар                        Чехлыдляудочек                                             13 Дефицит
Умныйдомибезопасность                  Камерывидеонаблюдения                                      28 Дефицит
Продукты                               Подарочныенаборыпродуктов                                  10 Дефицит
Здоровье                               Повязкипослеоперационные                                    7 Дефицит
Товарыдляотдыхаикемпинга               Треногикостровые                                           36 Дефицит
Красота                                Шкалыдляконтроляотбеливаниязубов                           10 Дефицит
Спортивныйтовар                        Баулыхоккейные                                              7 Дефицит
Спортивныйтовар                        Тренажерыэллиптические                                      0 Дефицит
Дом                                    Шкатулки                                                   29 Дефицит
Красота                                Основыдляпилок                                             47 Дефицит
Строительныеинструменты                Пневмограверы                                               1 Дефицит
Спортивныйтовар                        Эспандеры                                                  51 Дефицит
Мебель                                 Стулья                                                     11 Дефицит
СпецодеждаиСИЗы                        Полукомбинезонырабочие                                     50 Дефицит
Посудаиинвентарь                       Блюда                                                      16 Дефицит
Дом                                    Фоторамкимагнитные                                         49 Дефицит
Рукоделие                              Резакидлямыла                                              30 Дефицит
Автомобильныетовары                    Чехлыдляавтомобильныхколес                                 64 Нормальнаядоступность
Смартфоныиаксессуары                   Запчастидлямобильныхтелефонов                               9 Дефицит
Автоэлектроника                        Тепловентиляторыавтомобильные                              21 Дефицит
Игрушки                                Комфортеры                                                 32 Дефицит
Бытоваятехника                         Пульсоксиметры                                             49 Дефицит
Продукты                               Редька                                                      0 Дефицит
Дом                                    Планкидлякорнизов                                           7 Дефицит
Товарыдлявзрослых                      Возбуждающиепрепараты                                      46 Дефицит
Строительныеинструменты                Наборыкрепежа                                              29 Дефицит
Канцелярскиетовары                     Настольныенаборы                                           39 Дефицит
Бытоваятехника                         Шлангидляпылесосов                                         13 Дефицит
Хозяйственныетовары                    Пылевыбивалки                                               4 Дефицит
Электроника                            Кронштейныдляколонок                                        8 Дефицит
Спортивныйтовар                        Лямкиспортивные                                            29 Дефицит
Автомобильныетовары                    Радиаторыавтомобильные                                      0 Дефицит
Аксессуары                             Фурнитурадлячемоданов                                      35 Дефицит
Канцелярскиетовары                     Стержнидляручек                                            34 Дефицит
Белье                                  Термободи                                                  67 Нормальнаядоступность
Товарыдлямалышей                       Салфеткидлякормления                                       50 Дефицит
Товарыдлямалышей                       Бортикидлякроватей                                         33 Дефицит
Хозяйственныетовары                    Упаковкидляяиц                                             24 Дефицит
Строительныеинструменты                Труборезыручные                                            11 Дефицит
Строительныематериалы                  Морилки                                                    35 Дефицит
Товарыдляживотных                      Кремыдляживотных                                           11 Дефицит
Спортивныйтовар                        Роторныефлисовыевалики                                    999 Избыток
Строительныематериалы                  Составызащитно-декоративныеподереву                        75 Нормальнаядоступность
Автомобильныетовары                    Заглушкиремнябезопасности                                  49 Дефицит
Посудаиинвентарь                       Диспенсерыкухонные                                         20 Дефицит
Шторыиаксессуары                       Подхваты                                                   36 Дефицит
Продукты                               Конфитюр                                                   11 Дефицит
Игрушки                                Фонариигрушечные                                            9 Дефицит
Строительныематериалы                  Краскидекоративные                                         40 Дефицит
Строительныеинструменты                Кистидляклея                                               43 Дефицит
Посудаиинвентарь                       Плунжерыкондитерские                                       15 Дефицит
Аксессуарыдляобуви                     Жидкостидляобуви                                           25 Дефицит
Обувь                                  Кроссовки                                                 115 Нормальнаядоступность
Автомобильныетовары                    Фиксаторыпружины                                           13 Дефицит
Продукты                               Мороженое                                                   4 Дефицит
Строительныеинструменты                Феныпаяльные                                                4 Дефицит
Канцелярскиетовары                     Механизмыдляскоросшивания                                  25 Дефицит
Дом                                    Полотенцакухонные                                          20 Дефицит
Товарыдлявзрослых                      Утяжелителиэротик                                          56 Дефицит
Садоваятехника                         Реледавлениякомпрессоров                                   15 Дефицит
Сантехника                             Сантехника                                                999 Избыток
Товарыдляживотных                      Поясадляживотных                                           90 Нормальнаядоступность
Строительныематериалы                  Пастыполировальные                                         21 Дефицит
Товарыдляотдыхаикемпинга               Фильтрующиенасосыдлябассейнов                              14 Дефицит
Спортивныеаксессуары                   Подпруги                                                  151 Избыток
Строительныематериалы                  Клейэпоксидный                                             22 Дефицит
Продукты                               Пряники                                                     9 Дефицит
Аксессуары                             Чехлыдлячайников                                           27 Дефицит
Автомобильныетовары                    Прокладкимасляныхфильтров                                   0 Дефицит
Строительныематериалы                  Кранышаровыедлягаза                                         4 Дефицит
Спортивнаяодежда                       Термошортыспортивные                                       66 Нормальнаядоступность
Красота                                Селективныйпарфюм                                          17 Дефицит
Спортивныеаксессуары                   Велоперчатки                                              239 Избыток
Спортивныйтовар                        Жилетыспасательные                                         72 Нормальнаядоступность
Здоровье                               Дефибрилляторы                                              0 Дефицит
Красота                                Туалетнаявода                                              30 Дефицит
Товарыдляживотных                      Системыприучениякошеккунитазу                              41 Дефицит
Аксессуарыдляобуви                     Блескидляобуви                                             34 Дефицит
Игрушки                                Машинки                                                    22 Дефицит
Бытоваятехника                         Роботы-стеклоочистители                                    42 Дефицит
Посудаиинвентарь                       Наборыдляприготовленияроллов                               24 Дефицит
Хозяйственныетовары                    Швабры                                                     30 Дефицит
Дом                                    Карнизы                                                     6 Дефицит
Дом                                    Простынинатяжные                                           26 Дефицит
Здоровье                               Топыпослеоперационные                                     128 Избыток
Автомобильныетовары                    Оплеткинаруль                                              30 Дефицит
Мебель                                 Опорымебельные                                             18 Дефицит
Товарыдляживотных                      Вертлюгидляшлеек                                           44 Дефицит
Смартфоныиаксессуары                   Фитнес-браслеты                                            37 Дефицит
Ноутбукиикомпьютеры                    Системыохлаждениякомпьютеров                               28 Дефицит
Сантехника                             Заглушкидляметаллическихтруб                               42 Дефицит
Автомобильныетовары                    Пистолетытопливораздаточные                                 8 Дефицит
Спортивныйтовар                        Счетчикилески                                               1 Дефицит
Белье                                  Кальсоны                                                   36 Дефицит
Спортивноепитаниеикосметика            Бустерытестостерона                                        40 Дефицит
Игрушки                                Песокдляпесочниц                                           18 Дефицит
Продукты                               Инжир                                                      26 Дефицит
Товарыдлякурения                       Запчастидляэлектронныхсигарет                               6 Дефицит
Спортивныйтовар                        Подвескидляскейтбордов                                     40 Дефицит
Продукты                               Соя                                                        15 Дефицит
Аксессуары                             Защитныекейсы                                             108 Нормальнаядоступность
Хозяйственныетовары                    Спреидляодежды                                             11 Дефицит
Строительныематериалы                  Воздуховодыгибкие                                           2 Дефицит
Спортивнаяодежда                       Брюкисноубордические                                       40 Дефицит
Здоровье                               Пластыри                                                   52 Дефицит
Товарыдляживотных                      Ватныепалочкидляживотных                                   39 Дефицит
Смартфоныиаксессуары                   Чехлы-аккумуляторы                                         58 Дефицит
Здоровье                               Листыдляизготовленияортезов                               999 Избыток
Строительныеинструменты                Светодиоды                                                 14 Дефицит
Ноутбукиикомпьютеры                    Подставкидляноутбуков                                      34 Дефицит
Автомобильныетовары                    Реостатыотопителя                                           7 Дефицит
Игрушки                                Игрушкидляванной                                           32 Дефицит
Электроника                            Электронныекниги                                           19 Дефицит
Книжнаяпродукцияидиски                 Раскраски                                                  42 Дефицит
Вседлясадоводства                      Креплениядлязабора                                         33 Дефицит
Одеждадлямалышей                       Жилетыдлямалышей                                           94 Нормальнаядоступность
Автомобильныетовары                    ПрокладкикрышкиГРМ                                         40 Дефицит
Товарыдляотдыхаикемпинга               Коврикипляжные                                            128 Избыток
Строительныематериалы                  Мягкиеокна                                                  9 Дефицит
Детскоепитание                         Питаниедлякормящихибеременных                              39 Дефицит
Техникадлякухни                        Грилиэлектрические                                         27 Дефицит
Автомобильныетовары                    Распределителизажигания                                     0 Дефицит
Спортивныйтовар                        Ниппелидлябескамернойустановки                            115 Нормальнаядоступность
Товарыдляживотных                      Будкидлясобак                                              34 Дефицит
Товарыдляотдыхаикемпинга               Картриджидлянасоса                                         96 Нормальнаядоступность
Автомобильныетовары                    Свечинакаливания                                            2 Дефицит
Бытоваятехника                         Аксессуарыдлякотловотопления                                8 Дефицит
Автомобильныетовары                    Модулиуправлениястеклоподъемниками                         26 Дефицит
Детскоепитание                         Компотыдетские                                             51 Дефицит
Электроника                            Сигнальныеприборы                                           7 Дефицит
Спортивныйтовар                        Аксессуарыдляпилатес                                       29 Дефицит
Посудаиинвентарь                       Ложкистоловые                                              40 Дефицит
Товарыдлямалышей                       Подогревателидетскогопитания                               48 Дефицит
Спортивныйтовар                        Баскетбольныещиты                                           8 Дефицит
Строительныематериалы                  Гвозди                                                      8 Дефицит
Товарыдляживотных                      Намордникидляживотных                                      46 Дефицит
Автомобильныетовары                    Замкизажиганиядляснегоходов                                 8 Дефицит
Хранениевещей                          Этажерки                                                   28 Дефицит
Продукты                               Посыпкикондитерские                                        22 Дефицит
Строительныеинструменты                Комплектующиедлясварочныхаппаратов                         13 Дефицит
Электроника                            Усилителидлясветодиодныхлент                               45 Дефицит
Крупнаябытоваятехника                  Стиральныемашины                                          173 Избыток
Товарыдлямалышей                       Подстаканникидляколясок                                   132 Избыток
Автомобильныетовары                    Чехлыдлябагажников                                         22 Дефицит
Автомобильныетовары                    Транспондеры                                               26 Дефицит
Дляпраздника                           Конвертыдляденег                                           50 Дефицит
Дом                                    Венчальныенаборы                                          125 Избыток
Продукты                               Хлопьярисовые                                              23 Дефицит
Рукоделие                              Ножидляшвейныхмашин                                         0 Дефицит
Автомобильныетовары                    Лебедкиавтомобильные                                       11 Дефицит
Спортивныеаксессуары                   Ремешкидляудилищ                                           75 Нормальнаядоступность
Техникадлякухни                        Блинницыэлектрические                                       8 Дефицит
Автомобильныетовары                    Фильтрымасляные                                            12 Дефицит
Бижутерия                              Запонки                                                    38 Дефицит
Строительныематериалы                  Саморезыуниверсальные                                     120 Нормальнаядоступность
Канцелярскиетовары                     Сургуч                                                     36 Дефицит
Красота                                Дозаторыкосметические                                      40 Дефицит
Бытоваятехника                         Парогенераторы                                             10 Дефицит
Спортивныеаксессуары                   Сумкидлягироскутеров                                       25 Дефицит
Дом                                    Пледы                                                      23 Дефицит
Спортивныйтовар                        Треугольникибильярдные                                      1 Дефицит
Товарыдляживотных                      Ошейникиуспокаивающие                                      45 Дефицит
Спортивныеаксессуары                   Стремена                                                  323 Избыток
Электроника                            Метрономы                                                  13 Дефицит
Спортивныеаксессуары                   Защитатела                                                 41 Дефицит
Строительныематериалы                  Плинтусыдляпола                                             9 Дефицит
Аксессуарыдляобуви                     Щеткидляобуви                                              36 Дефицит
Красота                                Корректоры                                                 22 Дефицит
Мебель                                 Кресла                                                      7 Дефицит
Одеждадлямалышей                       Спальныемешкидлямалышей                                    50 Дефицит
Красота                                Бальзамы                                                   33 Дефицит
Канцелярскиетовары                     Пастыхудожественные                                        23 Дефицит
Продукты                               Пудинги                                                    15 Дефицит
Спортивныйтовар                        Дротикидлядартс                                            38 Дефицит
Сантехника                             Креплениядлясмесителей                                      9 Дефицит
Посудаиинвентарь                       Подставкикухонные                                          39 Дефицит
Хранениевещей                          Крючкинастенные                                            35 Дефицит
Автомобильныетовары                    Обогревсидений                                              0 Дефицит
Продукты                               Лимоны                                                     11 Дефицит
Здоровье                               Средстваотколикдлямалышей                                  87 Нормальнаядоступность
Аксессуарыдляволос                     Ободки                                                     24 Дефицит
Посудаиинвентарь                       Блюда-этажерки                                              9 Дефицит
Дом                                    Прожекторы                                                 36 Дефицит
Мебель                                 Пуфыбескаркасные                                            9 Дефицит
Цифровойконтент                        Цифровыекниги                                             999 Избыток
Продукты                               Хлопьяизполбы                                              22 Дефицит
Здоровье                               Тренажерыреабилитационные                                  10 Дефицит
Товарыдляживотных                      Жилетыдляживотных                                          89 Нормальнаядоступность
Рукоделие                              Шильядлярукоделия                                          30 Дефицит
Спортивныеаксессуары                   Якоря                                                       8 Дефицит
Красота                                Праймерыдлятела                                            25 Дефицит
Продукты                               Пряности                                                   21 Дефицит
Продукты                               Фруктовыепастилки                                          38 Дефицит
Красота                                Спреи                                                      41 Дефицит
Товарыдляживотных                      Органайзерыдляживотных                                     12 Дефицит
Аксессуары                             Держателидляочков                                          85 Нормальнаядоступность
Спортивныйтовар                        Газовыегорелкитуристические                                13 Дефицит
